pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,quickMoves,cinematicMoves,eliteQuickMove,eliteCinematicMove,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,pokedexNumber,form
SKITTY,NORMAL,,84.0,79.0,137.0,0.61,11.0,,3.0,50000.0,50.0,,,"['FEINT_ATTACK_FAST', 'TACKLE_FAST']","['DIG', 'DISARMING_VOICE', 'WILD_CHARGE']",,,,,,,,,,,0300,POKEMON_SKITTY
DELCATTY,NORMAL,,132.0,127.0,172.0,1.09,32.6,,3.0,50000.0,50.0,,,"['FEINT_ATTACK_FAST', 'ZEN_HEADBUTT_FAST', 'CHARM_FAST']","['PLAY_ROUGH', 'DISARMING_VOICE', 'WILD_CHARGE']",,,,,,,,,,,0301,POKEMON_DELCATTY
SABLEYE,DARK,GHOST,141.0,136.0,137.0,0.51,11.0,,5.0,75000.0,75.0,5000.0,5.0,"['SHADOW_CLAW_FAST', 'FEINT_ATTACK_FAST']","['POWER_GEM', 'FOUL_PLAY', 'SHADOW_SNEAK']",,,MEGA,151.0,216.0,137.0,0.5,161.0,DARK,GHOST,0302,POKEMON_SABLEYE
MAWILE,STEEL,FAIRY,155.0,141.0,137.0,0.61,11.5,,5.0,75000.0,75.0,5000.0,5.0,"['BITE_FAST', 'ASTONISH_FAST', 'ICE_FANG_FAST', 'FIRE_FANG_FAST', 'FAIRY_WIND_FAST']","['PLAY_ROUGH', 'VICE_GRIP', 'IRON_HEAD', 'POWER_UP_PUNCH']",,,MEGA,188.0,217.0,137.0,1.0,23.5,STEEL,FAIRY,0303,POKEMON_MAWILE
ARON,STEEL,ROCK,121.0,141.0,137.0,0.41,60.0,,1.0,10000.0,25.0,1000.0,1.0,"['TACKLE_FAST', 'METAL_CLAW_FAST']","['IRON_HEAD', 'ROCK_TOMB', 'BODY_SLAM']",,,,,,,,,,,0304,POKEMON_ARON
LAIRON,STEEL,ROCK,158.0,198.0,155.0,0.89,120.0,,1.0,10000.0,25.0,1000.0,1.0,"['METAL_CLAW_FAST', 'IRON_TAIL_FAST']","['BODY_SLAM', 'ROCK_SLIDE', 'HEAVY_SLAM', 'ROCK_TOMB']",,,,,,,,,,,0305,POKEMON_LAIRON
AGGRON,STEEL,ROCK,198.0,257.0,172.0,2.11,360.0,,1.0,10000.0,25.0,1000.0,1.0,"['DRAGON_TAIL_FAST', 'IRON_TAIL_FAST', 'SMACK_DOWN_FAST']","['THUNDER', 'STONE_EDGE', 'HEAVY_SLAM', 'ROCK_TOMB', 'METEOR_BEAM']",,,MEGA,247.0,331.0,172.0,2.2,395.0,STEEL,,0306,POKEMON_AGGRON
MEDITITE,FIGHTING,PSYCHIC,78.0,107.0,102.0,0.61,11.2,,3.0,50000.0,50.0,,,"['CONFUSION_FAST', 'ROCK_SMASH_FAST']","['ICE_PUNCH', 'PSYSHOCK', 'LOW_SWEEP']",,,,,,,,,,,0307,POKEMON_MEDITITE
MEDICHAM,FIGHTING,PSYCHIC,121.0,152.0,155.0,1.3,31.5,,3.0,50000.0,50.0,,,"['PSYCHO_CUT_FAST', 'COUNTER_FAST']","['ICE_PUNCH', 'PSYCHIC', 'DYNAMIC_PUNCH', 'POWER_UP_PUNCH']",,,MEGA,205.0,179.0,155.0,1.3,31.5,FIGHTING,PSYCHIC,0308,POKEMON_MEDICHAM
ELECTRIKE,ELECTRIC,,123.0,78.0,120.0,0.61,15.2,,3.0,50000.0,50.0,3000.0,3.0,"['QUICK_ATTACK_FAST', 'SPARK_FAST']","['THUNDERBOLT', 'DISCHARGE', 'SWIFT']",,,,,,,,,,,0309,POKEMON_ELECTRIKE
MANECTRIC,ELECTRIC,,215.0,127.0,172.0,1.5,40.2,,3.0,50000.0,50.0,3000.0,3.0,"['SNARL_FAST', 'CHARGE_BEAM_FAST', 'THUNDER_FANG_FAST']","['THUNDER', 'WILD_CHARGE', 'FLAME_BURST', 'OVERHEAT', 'PSYCHIC_FANGS']",,,MEGA,286.0,179.0,172.0,1.8,44.0,ELECTRIC,,0310,POKEMON_MANECTRIC
PLUSLE,ELECTRIC,,167.0,129.0,155.0,0.41,4.2,,3.0,50000.0,50.0,,,"['SPARK_FAST', 'QUICK_ATTACK_FAST']","['THUNDERBOLT', 'DISCHARGE', 'SWIFT', 'GRASS_KNOT']",,,,,,,,,,,0311,POKEMON_PLUSLE
MINUN,ELECTRIC,,147.0,150.0,155.0,0.41,4.2,,3.0,50000.0,50.0,,,"['SPARK_FAST', 'QUICK_ATTACK_FAST']","['THUNDERBOLT', 'DISCHARGE', 'SWIFT', 'GRASS_KNOT']",,,,,,,,,,,0312,POKEMON_MINUN
VOLBEAT,BUG,,143.0,166.0,163.0,0.71,17.7,,3.0,50000.0,50.0,,,"['STRUGGLE_BUG_FAST', 'TACKLE_FAST']","['SIGNAL_BEAM', 'BUG_BUZZ', 'THUNDERBOLT']",,,,,,,,,,,0313,POKEMON_VOLBEAT
ILLUMISE,BUG,,143.0,166.0,163.0,0.61,17.7,,3.0,50000.0,50.0,,,"['STRUGGLE_BUG_FAST', 'TACKLE_FAST']","['SILVER_WIND', 'BUG_BUZZ', 'DAZZLING_GLEAM']",,,,,,,,,,,0314,POKEMON_ILLUMISE
ROSELIA,GRASS,POISON,186.0,131.0,137.0,0.3,2.0,,3.0,50000.0,50.0,,,"['POISON_JAB_FAST', 'RAZOR_LEAF_FAST', 'MAGICAL_LEAF_FAST']","['PETAL_BLIZZARD', 'SLUDGE_BOMB', 'DAZZLING_GLEAM']",,,,,,,,,,,0315,POKEMON_ROSELIA
GULPIN,POISON,,80.0,99.0,172.0,0.41,10.3,,1.0,10000.0,25.0,,,"['POUND_FAST', 'ROCK_SMASH_FAST']","['SLUDGE', 'GUNK_SHOT', 'ICE_BEAM']",,,,,,,,,,,0316,POKEMON_GULPIN
SWALOT,POISON,,140.0,159.0,225.0,1.7,80.0,,1.0,10000.0,25.0,,,"['ROCK_SMASH_FAST', 'INFESTATION_FAST', 'MUD_SHOT_FAST']","['GUNK_SHOT', 'SLUDGE_BOMB', 'ICE_BEAM', 'ACID_SPRAY']",,,,,,,,,,,0317,POKEMON_SWALOT
CARVANHA,WATER,DARK,171.0,39.0,128.0,0.79,20.8,,3.0,50000.0,50.0,3000.0,3.0,"['BITE_FAST', 'SNARL_FAST']","['AQUA_JET', 'CRUNCH', 'POISON_FANG']",,,,,,,,,,,0318,POKEMON_CARVANHA
SHARPEDO,WATER,DARK,243.0,83.0,172.0,1.8,88.8,,3.0,50000.0,50.0,3000.0,3.0,"['BITE_FAST', 'WATERFALL_FAST']","['HYDRO_PUMP', 'CRUNCH', 'POISON_FANG']",,,,,,,,,,,0319,POKEMON_SHARPEDO
WAILMER,WATER,,136.0,68.0,277.0,2.01,130.0,,1.0,10000.0,25.0,1000.0,1.0,"['SPLASH_FAST', 'WATER_GUN_FAST']","['HEAVY_SLAM', 'WATER_PULSE', 'BODY_SLAM', 'SCALD']",,,,,,,,,,,0320,POKEMON_WAILMER
WAILORD,WATER,,175.0,87.0,347.0,14.5,398.0,,1.0,10000.0,25.0,1000.0,1.0,"['ZEN_HEADBUTT_FAST', 'WATER_GUN_FAST']","['SURF', 'BLIZZARD', 'HYPER_BEAM', 'SCALD']",,,,,,,,,,,0321,POKEMON_WAILORD
NUMEL,FIRE,GROUND,119.0,79.0,155.0,0.71,24.0,,3.0,50000.0,50.0,3000.0,3.0,"['EMBER_FAST', 'TACKLE_FAST']","['BULLDOZE', 'HEAT_WAVE', 'STOMP']",,,,,,,,,,,0322,POKEMON_NUMEL
CAMERUPT,FIRE,GROUND,194.0,136.0,172.0,1.91,220.0,,3.0,50000.0,50.0,3000.0,3.0,"['EMBER_FAST', 'ROCK_SMASH_FAST', 'INCINERATE_FAST']","['EARTHQUAKE', 'OVERHEAT', 'SOLAR_BEAM', 'EARTH_POWER']",,,,,,,,,,,0323,POKEMON_CAMERUPT
TORKOAL,FIRE,,151.0,203.0,172.0,0.51,80.4,,3.0,50000.0,50.0,,,"['FIRE_SPIN_FAST', 'EMBER_FAST']","['OVERHEAT', 'SOLAR_BEAM', 'EARTHQUAKE']",,,,,,,,,,,0324,POKEMON_TORKOAL
SPOINK,PSYCHIC,,125.0,122.0,155.0,0.71,30.6,,1.0,10000.0,25.0,1000.0,1.0,"['SPLASH_FAST', 'ZEN_HEADBUTT_FAST']","['PSYBEAM', 'SHADOW_BALL', 'MIRROR_COAT']",,,,,,,,,,,0325,POKEMON_SPOINK
GRUMPIG,PSYCHIC,,171.0,188.0,190.0,0.89,71.5,,1.0,10000.0,25.0,1000.0,1.0,"['CHARGE_BEAM_FAST', 'EXTRASENSORY_FAST']","['PSYCHIC', 'SHADOW_BALL', 'MIRROR_COAT']",,,,,,,,,,,0326,POKEMON_GRUMPIG
SPINDA,NORMAL,,116.0,116.0,155.0,1.09,5.0,,3.0,50000.0,50.0,,,"['SUCKER_PUNCH_FAST', 'PSYCHO_CUT_FAST']","['DIG', 'ROCK_TOMB', 'ICY_WIND']",,,,,,,,,,,0327,POKEMON_SPINDA
TRAPINCH,GROUND,,162.0,78.0,128.0,0.71,15.0,,5.0,75000.0,75.0,5000.0,5.0,"['MUD_SHOT_FAST', 'STRUGGLE_BUG_FAST', 'SAND_ATTACK_FAST']","['SAND_TOMB', 'DIG', 'CRUNCH', 'SCORCHING_SANDS']",,,,,,,,,,,0328,POKEMON_TRAPINCH
VIBRAVA,GROUND,DRAGON,134.0,99.0,137.0,1.09,15.3,,5.0,75000.0,75.0,5000.0,5.0,"['MUD_SHOT_FAST', 'DRAGON_BREATH_FAST', 'SAND_ATTACK_FAST']","['SAND_TOMB', 'BULLDOZE', 'BUG_BUZZ', 'SCORCHING_SANDS']",,,,,,,,,,,0329,POKEMON_VIBRAVA
FLYGON,GROUND,DRAGON,205.0,168.0,190.0,2.01,82.0,,5.0,75000.0,75.0,5000.0,5.0,"['MUD_SHOT_FAST', 'DRAGON_TAIL_FAST', 'SAND_ATTACK_FAST']","['EARTHQUAKE', 'DRAGON_CLAW', 'STONE_EDGE', 'BOOMBURST', 'SCORCHING_SANDS']",,['EARTH_POWER'],,,,,,,,,0330,POKEMON_FLYGON
CACNEA,GRASS,,156.0,74.0,137.0,0.41,51.3,,3.0,50000.0,50.0,3000.0,3.0,"['POISON_STING_FAST', 'SUCKER_PUNCH_FAST', 'SAND_ATTACK_FAST']","['GRASS_KNOT', 'BRICK_BREAK', 'SEED_BOMB', 'PAYBACK', 'TRAILBLAZE']",,,,,,,,,,,0331,POKEMON_CACNEA
CACTURNE,GRASS,DARK,221.0,115.0,172.0,1.3,77.4,,3.0,50000.0,50.0,3000.0,3.0,"['POISON_JAB_FAST', 'SUCKER_PUNCH_FAST', 'SAND_ATTACK_FAST']","['DARK_PULSE', 'DYNAMIC_PUNCH', 'GRASS_KNOT', 'PAYBACK', 'TRAILBLAZE']",,,,,,,,,,,0332,POKEMON_CACTURNE
SWABLU,NORMAL,FLYING,76.0,132.0,128.0,0.41,1.2,,1.0,10000.0,25.0,,,"['PECK_FAST', 'ASTONISH_FAST']","['DISARMING_VOICE', 'AERIAL_ACE', 'ICE_BEAM']",,,,,,,,,,,0333,POKEMON_SWABLU
ALTARIA,DRAGON,FLYING,141.0,201.0,181.0,1.09,20.6,,1.0,10000.0,25.0,,,"['PECK_FAST', 'DRAGON_BREATH_FAST']","['SKY_ATTACK', 'DAZZLING_GLEAM', 'DRAGON_PULSE']",,['MOONBLAST'],MEGA,222.0,218.0,181.0,1.5,20.6,DRAGON,FAIRY,0334,POKEMON_ALTARIA
ZANGOOSE,NORMAL,,222.0,124.0,177.0,1.3,40.3,,3.0,50000.0,50.0,,,"['FURY_CUTTER_FAST', 'SHADOW_CLAW_FAST']","['CLOSE_COMBAT', 'NIGHT_SLASH', 'DIG']",,,,,,,,,,,0335,POKEMON_ZANGOOSE
SEVIPER,POISON,,196.0,118.0,177.0,2.69,52.5,,3.0,50000.0,50.0,,,"['POISON_JAB_FAST', 'IRON_TAIL_FAST']","['POISON_FANG', 'CRUNCH', 'WRAP']",,,,,,,,,,,0336,POKEMON_SEVIPER
LUNATONE,ROCK,PSYCHIC,178.0,153.0,207.0,0.99,168.0,,3.0,50000.0,50.0,,,"['ROCK_THROW_FAST', 'CONFUSION_FAST', 'PSYWAVE_FAST']","['PSYCHIC', 'ROCK_SLIDE', 'MOONBLAST']",,,,,,,,,,,0337,POKEMON_LUNATONE
SOLROCK,ROCK,PSYCHIC,178.0,153.0,207.0,1.19,154.0,,3.0,50000.0,50.0,,,"['ROCK_THROW_FAST', 'CONFUSION_FAST', 'PSYWAVE_FAST']","['PSYCHIC', 'ROCK_SLIDE', 'SOLAR_BEAM']",,,,,,,,,,,0338,POKEMON_SOLROCK
BARBOACH,WATER,GROUND,93.0,82.0,137.0,0.41,1.9,,1.0,10000.0,25.0,1000.0,1.0,"['WATER_GUN_FAST', 'MUD_SHOT_FAST']","['AQUA_TAIL', 'ICE_BEAM', 'MUD_BOMB', 'SCALD']",,,,,,,,,,,0339,POKEMON_BARBOACH
WHISCASH,WATER,GROUND,151.0,141.0,242.0,0.89,23.6,,1.0,10000.0,25.0,1000.0,1.0,"['WATER_GUN_FAST', 'MUD_SHOT_FAST']","['WATER_PULSE', 'BLIZZARD', 'MUD_BOMB', 'SCALD']",,,,,,,,,,,0340,POKEMON_WHISCASH
CORPHISH,WATER,,141.0,99.0,125.0,0.61,11.5,,3.0,50000.0,50.0,3000.0,3.0,"['BUBBLE_FAST', 'ROCK_SMASH_FAST']","['VICE_GRIP', 'BUBBLE_BEAM', 'AQUA_JET', 'RAZOR_SHELL', 'SCALD']",,,,,,,,,,,0341,POKEMON_CORPHISH
CRAWDAUNT,WATER,DARK,224.0,142.0,160.0,1.09,32.8,,3.0,50000.0,50.0,3000.0,3.0,"['WATERFALL_FAST', 'SNARL_FAST']","['VICE_GRIP', 'BUBBLE_BEAM', 'NIGHT_SLASH', 'CRABHAMMER', 'RAZOR_SHELL', 'SCALD']",,,,,,,,,,,0342,POKEMON_CRAWDAUNT
BALTOY,GROUND,PSYCHIC,77.0,124.0,120.0,0.51,21.5,,3.0,50000.0,50.0,,,"['CONFUSION_FAST', 'EXTRASENSORY_FAST']","['GYRO_BALL', 'PSYBEAM', 'DIG']",,,,,,,,,,,0343,POKEMON_BALTOY
CLAYDOL,GROUND,PSYCHIC,140.0,229.0,155.0,1.5,108.0,,3.0,50000.0,50.0,,,"['EXTRASENSORY_FAST', 'CONFUSION_FAST', 'MUD_SLAP_FAST']","['GYRO_BALL', 'PSYCHIC', 'EARTHQUAKE', 'EARTH_POWER', 'ICE_BEAM', 'SHADOW_BALL', 'ROCK_TOMB', 'SCORCHING_SANDS']",,,,,,,,,,,0344,POKEMON_CLAYDOL
LILEEP,ROCK,GRASS,105.0,150.0,165.0,0.99,23.8,,3.0,50000.0,50.0,3000.0,3.0,"['ACID_FAST', 'INFESTATION_FAST', 'BULLET_SEED_FAST']","['GRASS_KNOT', 'MIRROR_COAT', 'ANCIENT_POWER']",,,,,,,,,,,0345,POKEMON_LILEEP
CRADILY,ROCK,GRASS,152.0,194.0,200.0,1.5,60.4,,3.0,50000.0,50.0,3000.0,3.0,"['ACID_FAST', 'INFESTATION_FAST', 'BULLET_SEED_FAST']","['GRASS_KNOT', 'BULLDOZE', 'STONE_EDGE', 'ROCK_SLIDE']",,,,,,,,,,,0346,POKEMON_CRADILY
ANORITH,ROCK,BUG,176.0,100.0,128.0,0.71,12.5,,3.0,50000.0,50.0,3000.0,3.0,"['STRUGGLE_BUG_FAST', 'SCRATCH_FAST']","['CROSS_POISON', 'AQUA_JET', 'ANCIENT_POWER']",,,,,,,,,,,0347,POKEMON_ANORITH
ARMALDO,ROCK,BUG,222.0,174.0,181.0,1.5,68.2,,3.0,50000.0,50.0,3000.0,3.0,"['FURY_CUTTER_FAST', 'STRUGGLE_BUG_FAST']","['CROSS_POISON', 'WATER_PULSE', 'ROCK_BLAST', 'LIQUIDATION']",,,,,,,,,,,0348,POKEMON_ARMALDO
FEEBAS,WATER,,29.0,85.0,85.0,0.61,7.4,,5.0,75000.0,75.0,5000.0,5.0,"['SPLASH_FAST', 'TACKLE_FAST']",['MIRROR_COAT'],,,,,,,,,,,0349,POKEMON_FEEBAS
MILOTIC,WATER,,192.0,219.0,216.0,6.2,162.0,,5.0,75000.0,75.0,5000.0,5.0,"['WATERFALL_FAST', 'DRAGON_TAIL_FAST']","['SURF', 'BLIZZARD', 'HYPER_BEAM']",,,,,,,,,,,0350,POKEMON_MILOTIC
CASTFORM,NORMAL,,139.0,139.0,172.0,0.3,0.8,,5.0,75000.0,75.0,,,"['TACKLE_FAST', 'HEX_FAST']","['HURRICANE', 'ENERGY_BALL']",,,,,,,,,,,0351,POKEMON_CASTFORM
CASTFORM,WATER,,139.0,139.0,172.0,0.3,0.8,,5.0,75000.0,75.0,,,"['WATER_GUN_FAST', 'TACKLE_FAST']","['HYDRO_PUMP', 'THUNDER', 'WEATHER_BALL_WATER']",,,,,,,,,,,0351,POKEMON_CASTFORM_RAINY
CASTFORM,ICE,,139.0,139.0,172.0,0.3,0.8,,5.0,75000.0,75.0,,,"['POWDER_SNOW_FAST', 'TACKLE_FAST']","['BLIZZARD', 'ICE_BEAM', 'WEATHER_BALL_ICE']",,,,,,,,,,,0351,POKEMON_CASTFORM_SNOWY
CASTFORM,FIRE,,139.0,139.0,172.0,0.3,0.8,,5.0,75000.0,75.0,,,"['EMBER_FAST', 'TACKLE_FAST']","['FIRE_BLAST', 'SOLAR_BEAM', 'WEATHER_BALL_FIRE']",,,,,,,,,,,0351,POKEMON_CASTFORM_SUNNY
KECLEON,NORMAL,,161.0,189.0,155.0,0.99,22.0,,5.0,75000.0,75.0,,,"['LICK_FAST', 'SUCKER_PUNCH_FAST']","['FOUL_PLAY', 'FLAMETHROWER', 'THUNDER', 'ICE_BEAM', 'AERIAL_ACE', 'SHADOW_SNEAK']",,,,,,,,,,,0352,POKEMON_KECLEON
SHUPPET,GHOST,,138.0,65.0,127.0,0.61,2.3,,3.0,50000.0,50.0,3000.0,3.0,"['FEINT_ATTACK_FAST', 'ASTONISH_FAST']","['OMINOUS_WIND', 'NIGHT_SHADE', 'SHADOW_SNEAK']",,,,,,,,,,,0353,POKEMON_SHUPPET
BANETTE,GHOST,,218.0,126.0,162.0,1.09,12.5,,3.0,50000.0,50.0,3000.0,3.0,"['HEX_FAST', 'SHADOW_CLAW_FAST']","['SHADOW_BALL', 'DAZZLING_GLEAM', 'THUNDER']",,,MEGA,312.0,160.0,162.0,1.2,13.0,GHOST,,0354,POKEMON_BANETTE
DUSKULL,GHOST,,70.0,162.0,85.0,0.79,15.0,,3.0,50000.0,50.0,3000.0,3.0,"['HEX_FAST', 'ASTONISH_FAST']","['OMINOUS_WIND', 'NIGHT_SHADE', 'SHADOW_SNEAK']",,,,,,,,,,,0355,POKEMON_DUSKULL
DUSCLOPS,GHOST,,124.0,234.0,120.0,1.6,30.6,,3.0,50000.0,50.0,3000.0,3.0,"['HEX_FAST', 'FEINT_ATTACK_FAST']","['SHADOW_PUNCH', 'ICE_PUNCH', 'FIRE_PUNCH', 'POLTERGEIST']",,,,,,,,,,,0356,POKEMON_DUSCLOPS
TROPIUS,GRASS,FLYING,136.0,163.0,223.0,2.01,100.0,,5.0,75000.0,75.0,,,"['AIR_SLASH_FAST', 'RAZOR_LEAF_FAST']","['STOMP', 'AERIAL_ACE', 'LEAF_BLADE', 'BRUTAL_SWING']",,,,,,,,,,,0357,POKEMON_TROPIUS
CHIMECHO,PSYCHIC,,175.0,170.0,181.0,0.61,1.0,,5.0,75000.0,75.0,,,"['EXTRASENSORY_FAST', 'ASTONISH_FAST']","['ENERGY_BALL', 'SHADOW_BALL', 'PSYSHOCK', 'PSYSHOCK']",,,,,,,,,,,0358,POKEMON_CHIMECHO
ABSOL,DARK,,246.0,120.0,163.0,1.2,47.0,,5.0,75000.0,75.0,5000.0,5.0,"['PSYCHO_CUT_FAST', 'SNARL_FAST']","['DARK_PULSE', 'THUNDER', 'MEGAHORN', 'PAYBACK']",,,MEGA,314.0,130.0,163.0,1.2,49.0,DARK,,0359,POKEMON_ABSOL
WYNAUT,PSYCHIC,,41.0,86.0,216.0,0.61,14.0,,3.0,10000.0,25.0,,,"['SPLASH_FAST', 'COUNTER_FAST']",['MIRROR_COAT'],,,,,,,,,,,0360,POKEMON_WYNAUT
SNORUNT,ICE,,95.0,95.0,137.0,0.71,16.8,,3.0,50000.0,50.0,3000.0,3.0,"['POWDER_SNOW_FAST', 'HEX_FAST']","['AVALANCHE', 'ICY_WIND', 'SHADOW_BALL']",,,,,,,,,,,0361,POKEMON_SNORUNT
GLALIE,ICE,,162.0,162.0,190.0,1.5,256.5,,3.0,50000.0,50.0,3000.0,3.0,"['ICE_SHARD_FAST', 'FROST_BREATH_FAST']","['AVALANCHE', 'GYRO_BALL', 'SHADOW_BALL']",,,MEGA,252.0,168.0,190.0,2.1,350.2,ICE,,0362,POKEMON_GLALIE
SPHEAL,ICE,WATER,95.0,90.0,172.0,0.79,39.5,,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'ROCK_SMASH_FAST']","['AURORA_BEAM', 'BODY_SLAM', 'WATER_PULSE']",,,,,,,,,,,0363,POKEMON_SPHEAL
SEALEO,ICE,WATER,137.0,132.0,207.0,1.09,87.6,,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'POWDER_SNOW_FAST']","['AURORA_BEAM', 'BODY_SLAM', 'WATER_PULSE']",,,,,,,,,,,0364,POKEMON_SEALEO
WALREIN,ICE,WATER,182.0,176.0,242.0,1.4,150.6,,3.0,50000.0,50.0,3000.0,3.0,"['WATERFALL_FAST', 'FROST_BREATH_FAST']","['BLIZZARD', 'EARTHQUAKE', 'WATER_PULSE']",['POWDER_SNOW_FAST'],['ICICLE_SPEAR'],,,,,,,,,0365,POKEMON_WALREIN
CLAMPERL,WATER,,133.0,135.0,111.0,0.41,52.5,,3.0,50000.0,50.0,,,['WATER_GUN_FAST'],"['BODY_SLAM', 'ICE_BEAM', 'WATER_PULSE']",,,,,,,,,,,0366,POKEMON_CLAMPERL
HUNTAIL,WATER,,197.0,179.0,146.0,1.7,27.0,,3.0,50000.0,50.0,,,"['WATER_GUN_FAST', 'BITE_FAST']","['CRUNCH', 'ICE_BEAM', 'AQUA_TAIL']",,,,,,,,,,,0367,POKEMON_HUNTAIL
GOREBYSS,WATER,,211.0,179.0,146.0,1.8,22.6,,3.0,50000.0,50.0,,,"['WATER_GUN_FAST', 'CONFUSION_FAST']","['DRAINING_KISS', 'PSYCHIC', 'WATER_PULSE']",,,,,,,,,,,0368,POKEMON_GOREBYSS
RELICANTH,WATER,ROCK,162.0,203.0,225.0,0.99,23.4,,5.0,75000.0,75.0,,,"['WATER_GUN_FAST', 'ZEN_HEADBUTT_FAST']","['ANCIENT_POWER', 'AQUA_TAIL', 'HYDRO_PUMP']",,,,,,,,,,,0369,POKEMON_RELICANTH
LUVDISC,WATER,,81.0,128.0,125.0,0.61,8.7,,3.0,50000.0,50.0,,,"['WATER_GUN_FAST', 'SPLASH_FAST']","['DRAINING_KISS', 'WATER_PULSE', 'AQUA_JET']",,,,,,,,,,,0370,POKEMON_LUVDISC
BAGON,DRAGON,,134.0,93.0,128.0,0.61,42.1,,5.0,75000.0,75.0,5000.0,5.0,"['BITE_FAST', 'EMBER_FAST']","['FLAMETHROWER', 'TWISTER', 'CRUNCH']",,,,,,,,,,,0371,POKEMON_BAGON
SHELGON,DRAGON,,172.0,155.0,163.0,1.09,110.5,,5.0,75000.0,75.0,5000.0,5.0,"['EMBER_FAST', 'DRAGON_BREATH_FAST']","['FLAMETHROWER', 'DRAGON_PULSE', 'TWISTER']",,,,,,,,,,,0372,POKEMON_SHELGON
SALAMENCE,DRAGON,FLYING,277.0,168.0,216.0,1.5,102.6,,5.0,75000.0,75.0,5000.0,5.0,"['DRAGON_TAIL_FAST', 'FIRE_FANG_FAST', 'BITE_FAST']","['FIRE_BLAST', 'HYDRO_PUMP', 'DRACO_METEOR', 'FLY']",,['OUTRAGE'],MEGA,310.0,251.0,216.0,1.8,112.6,DRAGON,FLYING,0373,POKEMON_SALAMENCE
BELDUM,STEEL,PSYCHIC,96.0,132.0,120.0,0.61,95.2,,5.0,75000.0,75.0,5000.0,5.0,['TAKE_DOWN_FAST'],['IRON_HEAD'],,,,,,,,,,,0374,POKEMON_BELDUM
METANG,STEEL,PSYCHIC,138.0,176.0,155.0,1.19,202.5,,5.0,75000.0,75.0,5000.0,5.0,"['ZEN_HEADBUTT_FAST', 'METAL_CLAW_FAST']","['PSYCHIC', 'GYRO_BALL', 'PSYSHOCK']",,,,,,,,,,,0375,POKEMON_METANG
METAGROSS,STEEL,PSYCHIC,257.0,228.0,190.0,1.6,550.0,,5.0,75000.0,75.0,5000.0,5.0,"['BULLET_PUNCH_FAST', 'ZEN_HEADBUTT_FAST']","['PSYCHIC', 'FLASH_CANNON', 'EARTHQUAKE']",,['METEOR_MASH'],,,,,,,,,0376,POKEMON_METAGROSS
REGIROCK,ROCK,,179.0,309.0,190.0,1.7,230.0,,20.0,100000.0,100.0,20000.0,20.0,"['ROCK_THROW_FAST', 'ROCK_SMASH_FAST', 'LOCK_ON_FAST']","['STONE_EDGE', 'ZAP_CANNON', 'FOCUS_BLAST']",,['EARTHQUAKE'],,,,,,,,,0377,POKEMON_REGIROCK
REGICE,ICE,,179.0,309.0,190.0,1.8,175.0,,20.0,100000.0,100.0,20000.0,20.0,"['FROST_BREATH_FAST', 'ROCK_SMASH_FAST', 'LOCK_ON_FAST']","['BLIZZARD', 'EARTHQUAKE', 'FOCUS_BLAST']",,['THUNDER'],,,,,,,,,0378,POKEMON_REGICE
REGISTEEL,STEEL,,143.0,285.0,190.0,1.91,205.0,,20.0,100000.0,100.0,20000.0,20.0,"['METAL_CLAW_FAST', 'ROCK_SMASH_FAST', 'LOCK_ON_FAST']","['FLASH_CANNON', 'HYPER_BEAM', 'FOCUS_BLAST']",,['ZAP_CANNON'],,,,,,,,,0379,POKEMON_REGISTEEL
LATIAS,DRAGON,PSYCHIC,228.0,246.0,190.0,1.4,40.0,,20.0,100000.0,100.0,20000.0,20.0,"['DRAGON_BREATH_FAST', 'ZEN_HEADBUTT_FAST', 'CHARM_FAST']","['PSYCHIC', 'OUTRAGE', 'THUNDER']",,['MIST_BALL'],MEGA,289.0,297.0,190.0,1.8,52.0,DRAGON,PSYCHIC,0380,POKEMON_LATIAS
LATIOS,DRAGON,PSYCHIC,268.0,212.0,190.0,2.01,60.0,,20.0,100000.0,100.0,20000.0,20.0,"['DRAGON_BREATH_FAST', 'ZEN_HEADBUTT_FAST']","['PSYCHIC', 'DRAGON_CLAW', 'SOLAR_BEAM']",,['LUSTER_PURGE'],MEGA,335.0,241.0,190.0,2.3,70.0,DRAGON,PSYCHIC,0381,POKEMON_LATIOS
KYOGRE,WATER,,270.0,228.0,205.0,4.5,352.0,,20.0,100000.0,100.0,20000.0,20.0,['WATERFALL_FAST'],"['HYDRO_PUMP', 'BLIZZARD', 'THUNDER', 'SURF']",,['ORIGIN_PULSE'],PRIMAL,353.0,268.0,218.0,9.8,430.0,WATER,,0382,POKEMON_KYOGRE
